Palavra,Link,Instituicao
afivelar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/afivelarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
afixar1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/afixarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
aflito,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/aflitoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
afocinhar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/afocinharSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
afogar1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/afogar1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
afogar2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/afogar2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
afrouxar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/afrouxarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
afundar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/afundarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
agachar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/agacharSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
agarrar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/agarrarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
agasalhar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/agasalharSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
agendar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/agendarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
agitado,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/agitadoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
agora,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/agoraSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
agosto1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/agosto1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
agosto2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/agosto2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
agradar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/agradarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
agradecer,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/agradecerSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
agredir,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/agredirSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
agressivo,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/agressivoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
agriao,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/agriaoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
agricultura,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/agriculturaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
agrupar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/agruparSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
aguardar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/aguardarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
aguardente,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/aguardenteSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
agulha1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/agulha1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
agulha2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/agulhar2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
aguentar1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/aguentar1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
aguentar2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/aguentar2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
aguentar3,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/aguentar3Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
aids,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/aidsSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
ainda,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/aindaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
ainda nao,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/aidsSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
aipim,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/aipimSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
ajoelhar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ajoelharSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
ajudar1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ajudar1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
ajudar2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ajudar2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
ajuntar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ajuntarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alagoas,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alagoasSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alaranjado,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alaranjadoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alarme,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alarmeSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alastrar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alastrarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alcancar1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alcancar1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alcancar2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alcancar2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alcancar3,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alcancar3Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alcapao,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alcapaoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alce,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alceSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alegre,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alegreSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alegria1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alegria1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alegria2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alegria2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
aleijar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/aleijarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
aleluia1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/aleluia1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
aleluia2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/aleluia2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alem,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alemSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alemanha,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alemanhaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alemao,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alemaoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alergia1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alergia1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alergia2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alergia2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alerta,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alertaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alertar1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alertar1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alertar2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alertar2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alfabeto,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alfabetoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alface,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alfaceSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alfaiate,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alfaiateSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alfinete,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alfineteSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alfinete de fralda,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alfinete_de_fraldaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
algemas,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/algemasSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
algodao,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/algodaoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alguem,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alguemSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
algum1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/algum1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
algum2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/algum2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
algum3,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/algum3Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alho,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alhoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
ali,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/aliSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
aliado,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/aliadoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alianca,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/aliancaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alicate1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alicate1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alicate2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alicate2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alimentar1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alimentar1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alimento,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alimentoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
aliquota,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/aliquotaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alisar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alisarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alistar1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alistar1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alistar2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alistar2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
aliviado,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/aliviadoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
aliviar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/aliviarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alivio,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alivioSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alma,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/almaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
almejar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/almejarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
almocar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/almocarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
almoco1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/almoco1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
almoco2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/almoco2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
almofada,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/almofadaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
almondega,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/almomdegaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alojamento,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alojamentoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
altar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/altarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alterar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alterarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alternar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alternarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
altitude,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/altitudeSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alto-falante,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alto-falanteSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alto1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alto1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alto2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alto2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alto3,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alto3Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alto4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alto4Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
altura,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alturaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alugar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alugarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
aluguel1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/aluguelSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
aluguel2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/aluguel2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
aluminio,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/aluminioSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
aluno1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/aluno1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
aluno2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/aluno2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
alvo,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alvoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
amamentar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amamentarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
amanha,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amanhaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
amanhecer,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amanhecerSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
amansar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amansarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
amante,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amanteSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
amapa,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amapaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
amar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
amarelinha,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amarelinhaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
amarelo,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amareloSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
amargo,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amargoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
amarrar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amarrarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
amassado1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amassado1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
amassado2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amassado2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
amassar1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amassar1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
amassar2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amassar2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
amazona,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amazonaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
amazonas,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amazonasSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
ambicao,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ambicaoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
ambidestro,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ambidestroSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
ambos,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ambosSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
ambulancia,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ambulanciaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
ameacar1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ameacar1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
ameacar2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ameacar2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
amem1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amem1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
amem2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amem2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
amendoim,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amendoimSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
america,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/americaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
america central,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/america_centralSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
america do norte,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/america_norteSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
america do sul,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/america_sulSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
americano,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/americanoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
amigavel,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amigavelSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
amigo,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amigoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
amizade,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amizadeSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
amolar1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amolar1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
amolar2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amolar2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
amontoar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amontoarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
amor,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amor1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
amora,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amoraSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
amortecedor,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amortecedorSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
ampliar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ampliarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
amplo,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amploSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
amputar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amputarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
analfabeto,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/analfabetoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
analisar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/analisarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
ancestrais,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ancestraisSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
