Palavra,Link,Instituicao
gafanhoto,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gafanhotoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gaiola,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gaiolaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gaita,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gaitaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gaivota,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gaivotaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gala,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/galaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
galinha,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/galinhaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
galo,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/galoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
galocha,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/galochaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
galopar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/galoparSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gamba,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gambaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
ganancia,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gananciaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
ganancioso,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gananciaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gangue,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gangueSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
ganhar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ganharSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
ganso,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gansoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
garagem,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/garagemSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
garcom,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/garconSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
garconete,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/garconeteSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
garfo,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/garfoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gargalhar1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gargalhar1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gargalhar2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gargalhar2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
garganta,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gargantaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gari,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gariSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
garota,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/garotaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
garrafa1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/garrafaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
garrafa2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/garrafa2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gas,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gasSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gasolina,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gasolinaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gasoso,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gasosoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gastar1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gastar1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gastar2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gastar2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gastar3,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gastar3Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gato,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gatoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gaucho,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gauchoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gaveta,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gavetaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gaviao,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gaviaoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gay,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gaySm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gel,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gelSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
geladeira,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/geladeiraSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gelatina,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gelatinaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
geleia,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/geleiaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gelo,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/geloSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gema,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gemaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gemeo,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gemeoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gemer,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gemerSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
general,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/generalSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
generoso,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/generosoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
genro,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/genroSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gente,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/genteSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gentil,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gentilSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
geografia,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/geografiaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
geometria,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/geometriaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
geracao,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/geracaoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
geral,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/geralSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gerente,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gerenteSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
germinar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/germinarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gesso,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gessoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gestacao1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gestacao1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gestacao2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gestacao2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gesto,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gestoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gestuno,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gestunoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gibi,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gibiSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gigante,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/giganteSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gilete,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gileteSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
ginastica,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ginasticaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
ginecologia,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ginecologiaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gingar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gingarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
girafa,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/girafaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
girar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/girarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
giria,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/giriaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
giz,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gizSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
glace,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/glaceSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
glicose,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/glicoseSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
globo,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/globoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gluteo,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gluteoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
goiaba,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/goiabaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
goiania,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/goianaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
goias,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/goiasSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gol,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/golSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
goleiro,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/goleiroSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
golfinho,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/golfinhoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
golpear,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/golpearSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
goma de mascar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/goma_de_mascarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gonorreia,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gonorreiaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gordo,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gordoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gordura,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gorduraSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gorila,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gorilaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gorjeta,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gorjetaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gorro,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gorroSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gostar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gostarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gosto,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gostoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gostoso,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gostosoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gotejar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gotejarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
governador,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/governadorSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
governo,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/governoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gozado1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gozado1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gozado2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gozado2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gozar1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gozar1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gozar2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gozar2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gozar3,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gozar3Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
graca,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gracaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
grade1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/grade1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
grade2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/grade2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gradear,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gradearSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
grafica,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/graficaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
grafite,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/grafiteSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
grama,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gramaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gramatica,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gramaticaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
grampeador,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/grampeadorSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
grampear,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/grampearSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
grampo,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/grampoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
granada,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/granadaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
grande1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/grande1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
grande2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/grande2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
grao,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/graoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gratis,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gratisSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
grato,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gratoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
grau1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/grauSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
grau2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/grau2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
grau3,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/grau3Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gravador,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gravadorSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gravar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gravarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gravata,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gravataSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
grave1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/grave1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
grave2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/grave2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gravida1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gravidaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gravida2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gravida2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gravidez1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gravidez1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gravidez2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gravidez2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
graviola,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/graviolaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gravura,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gravuraSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
grecia,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/greciaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
grego,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gregoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
greve,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/greveSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
grifar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/grifarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
grilhao,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/grilhaoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
grilo,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/griloSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gripe,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gripeSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gritar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gritarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
grosseiro,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/grosseiroSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
grosso1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/grosso1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
grosso2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/grosso2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
grude,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/grudeSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
grudento,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/grudentoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
grupo1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/grupo1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gruta,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/grutar1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gruta2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/grutar2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
guarana,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/guaranaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
guarda,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/guardaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
guarda-chuva,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/guarda-chuvaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
guarda-roupa,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/guarda-roupaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
guarda-sol,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/guarda-solSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
guardanapo,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/guardanapoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
guardar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/guardarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
guerra,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/guerraSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
guiar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/guiarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
guidom,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/guidomSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
guinchar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/guincharSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
guindaste,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/guindasteSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
guitarra,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/guitarraSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
gula,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gulaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
guloso,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/gulosoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
h,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/hSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
habitar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/habitarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
habito,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/habitoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
hamburguer,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/hamburguerSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
handebol,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/handebolSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
harmonica1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/harmonica1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
harmonica2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/harmonicaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
harmonizar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/harmonizarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
harpa,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/harpaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
havai,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/havaiSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
haver,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/haverSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
helicoptero,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/helicopteroSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
hematoma,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/hematomaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
hemorragia,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/hemorragiaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
hemorroida,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/hemorroidaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
hereditario,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/hereditarioSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
herpes,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/herpesSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
hesitar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/hesitarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
hidrocor,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/hidrocorSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
hiena,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/hienaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
hierarquia,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/hierarquiaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
higiene,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/higieneSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
hino,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/hinoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
hipismo,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/hipismoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
hipnotizar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/hipnotizarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
hipopotamo,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/hipopotamoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
hippie,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/hippieSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
historia,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/historiaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
hoje1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/hojeSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
